DRUG,EXCIPIENT,SOURCE,PROBABILITY
Aprindine,Vitamin_A_palmitate,GRAS_IIG,0.498
Famotidine,Indomethacin,APPROVED_DRUGBANK,0.498
Fenoterol,Indomethacin,APPROVED_DRUGBANK,0.498
Halazepam,Indomethacin,APPROVED_DRUGBANK,0.498
Icosapent ethyl,Indomethacin,APPROVED_DRUGBANK,0.498
Iopamidol,Vitamin_A_palmitate,GRAS_IIG,0.498
Ioxaglic acid,Indomethacin,APPROVED_DRUGBANK,0.498
Isosulfan blue,Indomethacin,APPROVED_DRUGBANK,0.498
Levomethadyl Acetate,Indomethacin,APPROVED_DRUGBANK,0.498
Methadyl Acetate,Indomethacin,APPROVED_DRUGBANK,0.498
Technetium Tc-99m sestamibi,Vitamin_A_palmitate,GRAS_IIG,0.498
Tiagabine,Vitamin_A_palmitate,GRAS_IIG,0.498
Tioconazole,NEOTAME,GRAS_IIG,0.498
Ulipristal,Vitamin_A_palmitate,GRAS_IIG,0.498
Abiraterone,Vitamin_A_palmitate,GRAS_IIG,0.496
Anagrelide,Indomethacin,APPROVED_DRUGBANK,0.496
Bromodiphenhydramine,Indomethacin,APPROVED_DRUGBANK,0.496
Carboplatin,Vitamin_A_palmitate,GRAS_IIG,0.496
Carboprost Tromethamine,Vitamin_A_palmitate,GRAS_IIG,0.496
Ceftizoxime,Indomethacin,APPROVED_DRUGBANK,0.496
Dihomo-gamma-linolenic acid,Vitamin_A_palmitate,GRAS_IIG,0.496
Dydrogesterone,Indomethacin,APPROVED_DRUGBANK,0.496
Gentian Violet,Vitamin_A_palmitate,GRAS_IIG,0.496
Lorazepam,Indomethacin,APPROVED_DRUGBANK,0.496
Megestrol acetate,Indomethacin,APPROVED_DRUGBANK,0.496
Nelfinavir,Lisdexamfetamine,APPROVED_DRUGBANK,0.496
Nortriptyline,Vitamin_A_palmitate,GRAS_IIG,0.496
Quinestrol,Vitamin_A_palmitate,GRAS_IIG,0.496
Sertaconazole,Mebendazole,APPROVED_DRUGBANK,0.496
Sodium Tetradecyl Sulfate,Vitamin_A_palmitate,GRAS_IIG,0.496
Technetium Tc-99m Medronate,Vitamin_A_palmitate,GRAS_IIG,0.496
Alitretinoin,Vitamin_A_palmitate,GRAS_IIG,0.494
Aminophylline,Indomethacin,APPROVED_DRUGBANK,0.494
Drospirenone,Vitamin_A_palmitate,GRAS_IIG,0.494
Drotaverine,Indomethacin,APPROVED_DRUGBANK,0.494
Ferric pyrophosphate,Vitamin_A_palmitate,GRAS_IIG,0.494
Isotretinoin,Vitamin_A_palmitate,GRAS_IIG,0.494
Lactose,Indomethacin,APPROVED_DRUGBANK,0.494
Mitotane,Vitamin_A_palmitate,GRAS_IIG,0.494
Nelfinavir,Celecoxib,APPROVED_DRUGBANK,0.494
Nelfinavir,Trichlormethiazide,APPROVED_DRUGBANK,0.494
Phosphatidyl serine,Indomethacin,APPROVED_DRUGBANK,0.494
Sucroferric Oxyhydroxide,Indomethacin,APPROVED_DRUGBANK,0.494
Terbinafine,Indomethacin,APPROVED_DRUGBANK,0.494
Tretinoin,Vitamin_A_palmitate,GRAS_IIG,0.494
Voglibose,Vitamin_A_palmitate,GRAS_IIG,0.494
Alfacalcidol,Vitamin_A_palmitate,GRAS_IIG,0.492
Alpha-Linolenic Acid,Vitamin_A_palmitate,GRAS_IIG,0.492
Anagrelide,Vitamin_A_palmitate,GRAS_IIG,0.492
Cholecalciferol,Vitamin_A_palmitate,GRAS_IIG,0.492
Dronabinol,Vitamin_A_palmitate,GRAS_IIG,0.492
Ezetimibe,Vitamin_A_palmitate,GRAS_IIG,0.492
Hexoprenaline,Vitamin_A_palmitate,GRAS_IIG,0.492
Medrysone,Vitamin_A_palmitate,GRAS_IIG,0.492
Protriptyline,Indomethacin,APPROVED_DRUGBANK,0.492
Rilpivirine,Candesartan,APPROVED_DRUGBANK,0.492
Sodium lauryl sulfate,Indomethacin,APPROVED_DRUGBANK,0.492
Technetium Tc-99m tetrofosmin,Vitamin_A_palmitate,GRAS_IIG,0.492
Calcium Gluceptate,Vitamin_A_palmitate,GRAS_IIG,0.49
Exemestane,Indomethacin,APPROVED_DRUGBANK,0.49
Hexafluronium,Indomethacin,APPROVED_DRUGBANK,0.49
Ioversol,Indomethacin,APPROVED_DRUGBANK,0.49
Isoconazole,Tenofovir alafenamide,APPROVED_DRUGBANK,0.49
Lovastatin,Vitamin_A_palmitate,GRAS_IIG,0.49
Masoprocol,Vitamin_A_palmitate,GRAS_IIG,0.49
Norelgestromin,Vitamin_A_palmitate,GRAS_IIG,0.49
Oleic Acid,Vitamin_A_palmitate,GRAS_IIG,0.49
Pamidronate,Vitamin_A_palmitate,GRAS_IIG,0.49
Paroxetine,Vitamin_A_palmitate,GRAS_IIG,0.49
Protriptyline,Vitamin_A_palmitate,GRAS_IIG,0.49
Triazolam,Indomethacin,APPROVED_DRUGBANK,0.49
Almitrine,Vitamin_A_palmitate,GRAS_IIG,0.488
Bentoquatam,Vitamin_A_palmitate,GRAS_IIG,0.488
Bifonazole,Indomethacin,APPROVED_DRUGBANK,0.488
Brompheniramine,Indomethacin,APPROVED_DRUGBANK,0.488
Calcidiol,Vitamin_A_palmitate,GRAS_IIG,0.488
Dexbrompheniramine,Indomethacin,APPROVED_DRUGBANK,0.488
Iodipamide,Indomethacin,APPROVED_DRUGBANK,0.488
Iopanoic acid,Indomethacin,APPROVED_DRUGBANK,0.488
Iopromide,Indomethacin,APPROVED_DRUGBANK,0.488
Isoconazole,NEOTAME,GRAS_IIG,0.488
Lactose,Vitamin_A_palmitate,GRAS_IIG,0.488
Miltefosine,Indomethacin,APPROVED_DRUGBANK,0.488
Paricalcitol,Indomethacin,APPROVED_DRUGBANK,0.488
Sodium aurothiomalate,Vitamin_A_palmitate,GRAS_IIG,0.488
Tazarotene,Indomethacin,APPROVED_DRUGBANK,0.488
Alitretinoin,Indomethacin,APPROVED_DRUGBANK,0.486
Aluminium monostearate,Vitamin_A_palmitate,GRAS_IIG,0.486
Amitriptyline,Vitamin_A_palmitate,GRAS_IIG,0.486
Bisoxatin,Vitamin_A_palmitate,GRAS_IIG,0.486
Cinacalcet,Indomethacin,APPROVED_DRUGBANK,0.486
Ergocalciferol,Indomethacin,APPROVED_DRUGBANK,0.486
Estrone,Glycocholic_acid,GRAS_IIG,0.486
Estrone,Indomethacin,APPROVED_DRUGBANK,0.486
Exemestane,Vitamin_A_palmitate,GRAS_IIG,0.486
Fulvestrant,Candesartan,APPROVED_DRUGBANK,0.486
Gadoteridol,Vitamin_A_palmitate,GRAS_IIG,0.486
Ibutilide,Vitamin_A_palmitate,GRAS_IIG,0.486
Isotretinoin,Indomethacin,APPROVED_DRUGBANK,0.486
Lumefantrine,Candesartan,APPROVED_DRUGBANK,0.486
Megestrol acetate,Vitamin_A_palmitate,GRAS_IIG,0.486
Miconazole,NEOTAME,GRAS_IIG,0.486
Nelfinavir,Metolazone,APPROVED_DRUGBANK,0.486
Nelfinavir,Practolol,APPROVED_DRUGBANK,0.486
Niclosamide,Indomethacin,APPROVED_DRUGBANK,0.486
Sodium lauryl sulfate,Vitamin_A_palmitate,GRAS_IIG,0.486
Tolterodine,Indomethacin,APPROVED_DRUGBANK,0.486
Tretinoin,Indomethacin,APPROVED_DRUGBANK,0.486
Amfecloral,Vitamin_A_palmitate,GRAS_IIG,0.484
Bazedoxifene,Indomethacin,APPROVED_DRUGBANK,0.484
Clozapine,Indomethacin,APPROVED_DRUGBANK,0.484
Eltrombopag,Indomethacin,APPROVED_DRUGBANK,0.484
Fluorescein,Vitamin_A_palmitate,GRAS_IIG,0.484
Gadopentetate dimeglumine,Indomethacin,APPROVED_DRUGBANK,0.484
Gadoteric acid,Indomethacin,APPROVED_DRUGBANK,0.484
Gadoteric acid,Vitamin_A_palmitate,GRAS_IIG,0.484
Hexoprenaline,Indomethacin,APPROVED_DRUGBANK,0.484
Pyrvinium,Indomethacin,APPROVED_DRUGBANK,0.484
Vitamin E,Vitamin_A_palmitate,GRAS_IIG,0.484
Acetrizoic acid,Vitamin_A_palmitate,GRAS_IIG,0.482
Alfacalcidol,Indomethacin,APPROVED_DRUGBANK,0.482
Allylestrenol,Vitamin_A_palmitate,GRAS_IIG,0.482
Calcitriol,Vitamin_A_palmitate,GRAS_IIG,0.482
Clotrimazole,Indomethacin,APPROVED_DRUGBANK,0.482
Conjugated Estrogens,Vitamin_A_palmitate,GRAS_IIG,0.482
Dobutamine,Indomethacin,APPROVED_DRUGBANK,0.482
Felodipine,Indomethacin,APPROVED_DRUGBANK,0.482
Histamine Phosphate,Vitamin_A_palmitate,GRAS_IIG,0.482
Iloprost,Vitamin_A_palmitate,GRAS_IIG,0.482
Iodixanol,Vitamin_A_palmitate,GRAS_IIG,0.482
Luliconazole,Indomethacin,APPROVED_DRUGBANK,0.482
Magnesium Trisilicate,Vitamin_A_palmitate,GRAS_IIG,0.482
Methylnaltrexone,Vitamin_A_palmitate,GRAS_IIG,0.482
Nelfinavir,Atazanavir,APPROVED_DRUGBANK,0.482
Nelfinavir,Gliclazide,APPROVED_DRUGBANK,0.482
Nelfinavir,Pralatrexate,APPROVED_DRUGBANK,0.482
Nelfinavir,Tenofovir,APPROVED_DRUGBANK,0.482
Olanzapine,Vitamin_A_palmitate,GRAS_IIG,0.482
Perhexiline,Indomethacin,APPROVED_DRUGBANK,0.482
Vemurafenib,Indomethacin,APPROVED_DRUGBANK,0.482
Chlorprothixene,Indomethacin,APPROVED_DRUGBANK,0.48
Clopidogrel,Indomethacin,APPROVED_DRUGBANK,0.48
Desloratadine,Indomethacin,APPROVED_DRUGBANK,0.48
Desloratadine,Vitamin_A_palmitate,GRAS_IIG,0.48
Dihydrotachysterol,Indomethacin,APPROVED_DRUGBANK,0.48
Diiodohydroxyquinoline,Vitamin_A_palmitate,GRAS_IIG,0.48
Doxercalciferol,Indomethacin,APPROVED_DRUGBANK,0.48
Droxidopa,Vitamin_A_palmitate,GRAS_IIG,0.48
Iophendylate,Indomethacin,APPROVED_DRUGBANK,0.48
Nelfinavir,Hydracarbazine,APPROVED_DRUGBANK,0.48
Nelfinavir,PROPYLENE_GLYCOL_DIACETATE,GRAS_IIG,0.48
Olanzapine,Indomethacin,APPROVED_DRUGBANK,0.48
Phenylbutazone,Indomethacin,APPROVED_DRUGBANK,0.48
Simvastatin,Vitamin_A_palmitate,GRAS_IIG,0.48
Sorafenib,Candesartan,APPROVED_DRUGBANK,0.48
Sucroferric Oxyhydroxide,Vitamin_A_palmitate,GRAS_IIG,0.48
Vitamin A,Indomethacin,APPROVED_DRUGBANK,0.48
Alverine,Indomethacin,APPROVED_DRUGBANK,0.478
Atazanavir,Indomethacin,APPROVED_DRUGBANK,0.478
Carboplatin,Indomethacin,APPROVED_DRUGBANK,0.478
Clomifene,Indomethacin,APPROVED_DRUGBANK,0.478
Cyproterone acetate,Vitamin_A_palmitate,GRAS_IIG,0.478
Demexiptiline,Indomethacin,APPROVED_DRUGBANK,0.478
Fludiazepam,Vitamin_A_palmitate,GRAS_IIG,0.478
Fluoxetine,Indomethacin,APPROVED_DRUGBANK,0.478
Indacaterol,Indomethacin,APPROVED_DRUGBANK,0.478
Iohexol,Vitamin_A_palmitate,GRAS_IIG,0.478
Lorpiprazole,Vitamin_A_palmitate,GRAS_IIG,0.478
Magnesium salicylate,Vitamin_A_palmitate,GRAS_IIG,0.478
Nelfinavir,AMARANTH,GRAS_IIG,0.478
Phenylbutazone,Vitamin_A_palmitate,GRAS_IIG,0.478
Polidocanol,Vitamin_A_palmitate,GRAS_IIG,0.478
Prednicarbate,Indomethacin,APPROVED_DRUGBANK,0.478
Probucol,Candesartan,APPROVED_DRUGBANK,0.478
Stanozolol,Vitamin_A_palmitate,GRAS_IIG,0.478
Sulfinpyrazone,Vitamin_A_palmitate,GRAS_IIG,0.478
Cabergoline,Vitamin_A_palmitate,GRAS_IIG,0.476
Calcitriol,Indomethacin,APPROVED_DRUGBANK,0.476
Fenoldopam,Indomethacin,APPROVED_DRUGBANK,0.476
Gallamine Triethiodide,Indomethacin,APPROVED_DRUGBANK,0.476
Iopodic acid,Indomethacin,APPROVED_DRUGBANK,0.476
Lornoxicam,Indomethacin,APPROVED_DRUGBANK,0.476
Nelfinavir,Indecainide,APPROVED_DRUGBANK,0.476
Progabide,Indomethacin,APPROVED_DRUGBANK,0.476
Riboflavin,Indomethacin,APPROVED_DRUGBANK,0.476
Rimexolone,Indomethacin,APPROVED_DRUGBANK,0.476
Sertaconazole,Tenofovir alafenamide,APPROVED_DRUGBANK,0.476
Sevelamer,Indomethacin,APPROVED_DRUGBANK,0.476
Suramin,Indomethacin,APPROVED_DRUGBANK,0.476
Tioconazole,Omeprazole,APPROVED_DRUGBANK,0.476
Tizanidine,Vitamin_A_palmitate,GRAS_IIG,0.476
Trioxsalen,Vitamin_A_palmitate,GRAS_IIG,0.476
Triprolidine,Vitamin_A_palmitate,GRAS_IIG,0.476
Adapalene,Indomethacin,APPROVED_DRUGBANK,0.474
Dimetindene,Indomethacin,APPROVED_DRUGBANK,0.474
Isavuconazonium,Indomethacin,APPROVED_DRUGBANK,0.474
Methyl cellulose,Indomethacin,APPROVED_DRUGBANK,0.474
Sibutramine,Candesartan,APPROVED_DRUGBANK,0.474
Zolpidem,Vitamin_A_palmitate,GRAS_IIG,0.474
Amiloride,Vitamin_A_palmitate,GRAS_IIG,0.472
Amsacrine,Indomethacin,APPROVED_DRUGBANK,0.472
Butenafine,Indomethacin,APPROVED_DRUGBANK,0.472
Cholecalciferol,Indomethacin,APPROVED_DRUGBANK,0.472
Clevidipine,Indomethacin,APPROVED_DRUGBANK,0.472
Clofedanol,Glycocholic_acid,GRAS_IIG,0.472
Cyclobenzaprine,Indomethacin,APPROVED_DRUGBANK,0.472
Diatrizoate,Vitamin_A_palmitate,GRAS_IIG,0.472
Equilin,Indomethacin,APPROVED_DRUGBANK,0.472
Ethanolamine Oleate,Vitamin_A_palmitate,GRAS_IIG,0.472
Hexachlorophene,Glycocholic_acid,GRAS_IIG,0.472
Isoaminile,Indomethacin,APPROVED_DRUGBANK,0.472
Lumiracoxib,Indomethacin,APPROVED_DRUGBANK,0.472
Medroxyprogesterone acetate,Vitamin_A_palmitate,GRAS_IIG,0.472
Perampanel,Indomethacin,APPROVED_DRUGBANK,0.472
Quinestrol,Indomethacin,APPROVED_DRUGBANK,0.472
Raltitrexed,Indomethacin,APPROVED_DRUGBANK,0.472
Terbinafine,Vitamin_A_palmitate,GRAS_IIG,0.472
Trisalicylate-choline,Vitamin_A_palmitate,GRAS_IIG,0.472
Calcipotriol,Indomethacin,APPROVED_DRUGBANK,0.47
Calcium Chloride,Candesartan,APPROVED_DRUGBANK,0.47
Carprofen,Vitamin_A_palmitate,GRAS_IIG,0.47
Choline C 11,Candesartan,APPROVED_DRUGBANK,0.47
Clomipramine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.47
Cyproheptadine,Indomethacin,APPROVED_DRUGBANK,0.47
Haloprogin,Vitamin_A_palmitate,GRAS_IIG,0.47
Hydroxystilbamidine Isethionate,Indomethacin,APPROVED_DRUGBANK,0.47
Iodipamide,Vitamin_A_palmitate,GRAS_IIG,0.47
Kanamycin,Vitamin_A_palmitate,GRAS_IIG,0.47
Mestranol,Vitamin_A_palmitate,GRAS_IIG,0.47
Nelfinavir,FD&C_YELLOW_NO._6,GRAS_IIG,0.47
Nelfinavir,Melphalan,APPROVED_DRUGBANK,0.47
Nelfinavir,Nabumetone,APPROVED_DRUGBANK,0.47
Nelfinavir,Trimipramine,APPROVED_DRUGBANK,0.47
Piperonyl butoxide,Vitamin_A_palmitate,GRAS_IIG,0.47
Technetium Tc 99m Mebrofenin,Vitamin_A_palmitate,GRAS_IIG,0.47
Amitriptyline,Indomethacin,APPROVED_DRUGBANK,0.468
Atovaquone,BUTYLPARABEN,GRAS_IIG,0.468
Benzatropine,Indomethacin,APPROVED_DRUGBANK,0.468
Bisacodyl,Indomethacin,APPROVED_DRUGBANK,0.468
Bisoxatin,Indomethacin,APPROVED_DRUGBANK,0.468
Calcidiol,Indomethacin,APPROVED_DRUGBANK,0.468
Chlorpromazine,Candesartan,APPROVED_DRUGBANK,0.468
Colfosceril palmitate,Indomethacin,APPROVED_DRUGBANK,0.468
Drotaverine,Vitamin_A_palmitate,GRAS_IIG,0.468
Eplerenone,Vitamin_A_palmitate,GRAS_IIG,0.468
Ivacaftor,Indomethacin,APPROVED_DRUGBANK,0.468
Metrizamide,Indomethacin,APPROVED_DRUGBANK,0.468
Setiptiline,Indomethacin,APPROVED_DRUGBANK,0.468
Tolvaptan,Indomethacin,APPROVED_DRUGBANK,0.468
Xanthophyll,Vitamin_A_palmitate,GRAS_IIG,0.468
Bexarotene,Vitamin_A_palmitate,GRAS_IIG,0.466
Boceprevir,Vitamin_A_palmitate,GRAS_IIG,0.466
Cefpodoxime,Indomethacin,APPROVED_DRUGBANK,0.466
Cloxazolam,Vitamin_A_palmitate,GRAS_IIG,0.466
Docosanol,Candesartan,APPROVED_DRUGBANK,0.466
Efavirenz,Indomethacin,APPROVED_DRUGBANK,0.466
Estazolam,Indomethacin,APPROVED_DRUGBANK,0.466
Ethynodiol diacetate,Indomethacin,APPROVED_DRUGBANK,0.466
Midazolam,Vitamin_A_palmitate,GRAS_IIG,0.466
Nelfinavir,Mafenide,APPROVED_DRUGBANK,0.466
Oxiconazole,Indomethacin,APPROVED_DRUGBANK,0.466
Oxtriphylline,Vitamin_A_palmitate,GRAS_IIG,0.466
Pantoprazole,Indomethacin,APPROVED_DRUGBANK,0.466
Pentosan Polysulfate,Indomethacin,APPROVED_DRUGBANK,0.466
Potassium Chloride,Candesartan,APPROVED_DRUGBANK,0.466
Progesterone,Vitamin_A_palmitate,GRAS_IIG,0.466
Riboflavin,Vitamin_A_palmitate,GRAS_IIG,0.466
Sertaconazole,NEOTAME,GRAS_IIG,0.466
Sodium Chloride,Candesartan,APPROVED_DRUGBANK,0.466
Strontium ranelate,Indomethacin,APPROVED_DRUGBANK,0.466
Trypan blue,Vitamin_A_palmitate,GRAS_IIG,0.466
Tyropanoic acid,Indomethacin,APPROVED_DRUGBANK,0.466
Voglibose,Indomethacin,APPROVED_DRUGBANK,0.466
Bromhexine,Candesartan,APPROVED_DRUGBANK,0.464
Calcium carbimide,Candesartan,APPROVED_DRUGBANK,0.464
Chlorothiazide,Vitamin_A_palmitate,GRAS_IIG,0.464
Copper,Candesartan,APPROVED_DRUGBANK,0.464
Doxepin,Vitamin_A_palmitate,GRAS_IIG,0.464
Etravirine,Candesartan,APPROVED_DRUGBANK,0.464
Gadobutrol,Indomethacin,APPROVED_DRUGBANK,0.464
Nandrolone decanoate,Vitamin_A_palmitate,GRAS_IIG,0.464
Nelfinavir,Indapamide,APPROVED_DRUGBANK,0.464
Phenindamine,Vitamin_A_palmitate,GRAS_IIG,0.464
Piperonyl butoxide,Indomethacin,APPROVED_DRUGBANK,0.464
Promethazine,Candesartan,APPROVED_DRUGBANK,0.464
Sitaxentan,Vitamin_A_palmitate,GRAS_IIG,0.464
Spironolactone,Vitamin_A_palmitate,GRAS_IIG,0.464
Telmisartan,Indomethacin,APPROVED_DRUGBANK,0.464
Thallous Chloride,Candesartan,APPROVED_DRUGBANK,0.464
Ticlopidine,Vitamin_A_palmitate,GRAS_IIG,0.464
Tioconazole,Methotrexate,APPROVED_DRUGBANK,0.464
Zaltoprofen,Indomethacin,APPROVED_DRUGBANK,0.464
Zotepine,Glycocholic_acid,GRAS_IIG,0.464
Alimemazine,Candesartan,APPROVED_DRUGBANK,0.462
Almitrine,Indomethacin,APPROVED_DRUGBANK,0.462
Aluminium,Candesartan,APPROVED_DRUGBANK,0.462
Aluminum hydroxide,Candesartan,APPROVED_DRUGBANK,0.462
Ammonia N-13,Candesartan,APPROVED_DRUGBANK,0.462
Argatroban,Vitamin_A_palmitate,GRAS_IIG,0.462
Arsthinol,Indomethacin,APPROVED_DRUGBANK,0.462
Calcium Acetate,Candesartan,APPROVED_DRUGBANK,0.462
Chloropyramine,Glycocholic_acid,GRAS_IIG,0.462
Dapiprazole,Indomethacin,APPROVED_DRUGBANK,0.462
Disulfiram,Candesartan,APPROVED_DRUGBANK,0.462
Dosulepin,Vitamin_A_palmitate,GRAS_IIG,0.462
Etacrynic acid,Vitamin_A_palmitate,GRAS_IIG,0.462
Etravirine,Vitamin A,APPROVED_DRUGBANK,0.462
Etravirine,Vitamin_A,GRAS_IIG,0.462
Flutemetamol (18F),Vitamin_A_palmitate,GRAS_IIG,0.462
Helium,Candesartan,APPROVED_DRUGBANK,0.462
Iron,Candesartan,APPROVED_DRUGBANK,0.462
Lithium,Candesartan,APPROVED_DRUGBANK,0.462
Manganese,Candesartan,APPROVED_DRUGBANK,0.462
Mestranol,Indomethacin,APPROVED_DRUGBANK,0.462
Miconazole,Methotrexate,APPROVED_DRUGBANK,0.462
Miconazole,Omeprazole,APPROVED_DRUGBANK,0.462
Mitoxantrone,Indomethacin,APPROVED_DRUGBANK,0.462
Roflumilast,Indomethacin,APPROVED_DRUGBANK,0.462
Sodium Iodide I-131,Candesartan,APPROVED_DRUGBANK,0.462
Sodium fluoride,Candesartan,APPROVED_DRUGBANK,0.462
Tacrolimus,Vitamin_A_palmitate,GRAS_IIG,0.462
Technetium Tc-99m sestamibi,Candesartan,APPROVED_DRUGBANK,0.462
Zinc,Candesartan,APPROVED_DRUGBANK,0.462
Adinazolam,Indomethacin,APPROVED_DRUGBANK,0.46
Ambenonium,Glycocholic_acid,GRAS_IIG,0.46
Aprindine,Glycocholic_acid,GRAS_IIG,0.46
Candoxatril,Indomethacin,APPROVED_DRUGBANK,0.46
Chromic chloride,Candesartan,APPROVED_DRUGBANK,0.46
Cinnarizine,Vitamin_A_palmitate,GRAS_IIG,0.46
Citalopram,Vitamin_A_palmitate,GRAS_IIG,0.46
Danazol,Vitamin_A_palmitate,GRAS_IIG,0.46
Delorazepam,Vitamin_A_palmitate,GRAS_IIG,0.46
Diphenidol,Vitamin_A_palmitate,GRAS_IIG,0.46
Escitalopram,Vitamin_A_palmitate,GRAS_IIG,0.46
Ezetimibe,Indomethacin,APPROVED_DRUGBANK,0.46
Glutathione,Vitamin_A_palmitate,GRAS_IIG,0.46
Isoconazole,Omeprazole,APPROVED_DRUGBANK,0.46
Lacidipine,Vitamin_A_palmitate,GRAS_IIG,0.46
Macitentan,Indomethacin,APPROVED_DRUGBANK,0.46
Nelfinavir,Protriptyline,APPROVED_DRUGBANK,0.46
Polaprezinc,Vitamin_A_palmitate,GRAS_IIG,0.46
Polythiazide,Vitamin_A_palmitate,GRAS_IIG,0.46
Potassium Iodide,Candesartan,APPROVED_DRUGBANK,0.46
Rilpivirine,Naproxen,APPROVED_DRUGBANK,0.46
Sibutramine,Glycocholic_acid,GRAS_IIG,0.46
Silver sulfadiazine,Vitamin_A_palmitate,GRAS_IIG,0.46
Stanozolol,Indomethacin,APPROVED_DRUGBANK,0.46
Technetium Tc-99m tetrofosmin,Candesartan,APPROVED_DRUGBANK,0.46
Thioridazine,Candesartan,APPROVED_DRUGBANK,0.46
Xenon-133,Candesartan,APPROVED_DRUGBANK,0.46
Acetrizoic acid,Candesartan,APPROVED_DRUGBANK,0.458
Atomoxetine,Indomethacin,APPROVED_DRUGBANK,0.458
Bepridil,Vitamin_A_palmitate,GRAS_IIG,0.458
Colestipol,Vitamin_A_palmitate,GRAS_IIG,0.458
Cyclobenzaprine,Vitamin_A_palmitate,GRAS_IIG,0.458
Dobutamine,Vitamin_A_palmitate,GRAS_IIG,0.458
Econazole,Ciclesonide,APPROVED_DRUGBANK,0.458
Ethopropazine,Candesartan,APPROVED_DRUGBANK,0.458
Hydroxyprogesterone caproate,Vitamin_A_palmitate,GRAS_IIG,0.458
Levonordefrin,Candesartan,APPROVED_DRUGBANK,0.458
Lindane,Candesartan,APPROVED_DRUGBANK,0.458
Magnesium hydroxide,Candesartan,APPROVED_DRUGBANK,0.458
Medrogestone,Indomethacin,APPROVED_DRUGBANK,0.458
Sodium acetate,Candesartan,APPROVED_DRUGBANK,0.458
Trichlormethiazide,Vitamin_A_palmitate,GRAS_IIG,0.458
Triprolidine,Indomethacin,APPROVED_DRUGBANK,0.458
Ambenonium,Candesartan,APPROVED_DRUGBANK,0.456
Ambenonium,Vitamin_A_palmitate,GRAS_IIG,0.456
Bupivacaine,Candesartan,APPROVED_DRUGBANK,0.456
Calcidiol,Candesartan,APPROVED_DRUGBANK,0.456
Clomipramine,Candesartan,APPROVED_DRUGBANK,0.456
Docosanol,Glycocholic_acid,GRAS_IIG,0.456
Etofenamate,Indomethacin,APPROVED_DRUGBANK,0.456
Gadobutrol,Vitamin_A_palmitate,GRAS_IIG,0.456
Isosulfan blue,Vitamin_A_palmitate,GRAS_IIG,0.456
Levobupivacaine,Candesartan,APPROVED_DRUGBANK,0.456
Metrizamide,Vitamin_A_palmitate,GRAS_IIG,0.456
Miltefosine,Vitamin_A_palmitate,GRAS_IIG,0.456
Nelfinavir,DYE_YELLOW_NO._62,GRAS_IIG,0.456
Oxtriphylline,Indomethacin,APPROVED_DRUGBANK,0.456
Permethrin,Indomethacin,APPROVED_DRUGBANK,0.456
Setiptiline,Vitamin_A_palmitate,GRAS_IIG,0.456
Sodium Nitrite,Candesartan,APPROVED_DRUGBANK,0.456
Technetium Tc-99m sodium pertechnetate,Candesartan,APPROVED_DRUGBANK,0.456
Ulipristal,Indomethacin,APPROVED_DRUGBANK,0.456
Acitretin,Indomethacin,APPROVED_DRUGBANK,0.454
Alimemazine,Glycocholic_acid,GRAS_IIG,0.454
Cetrimonium,Candesartan,APPROVED_DRUGBANK,0.454
Clozapine,Vitamin_A_palmitate,GRAS_IIG,0.454
Crizotinib,Indomethacin,APPROVED_DRUGBANK,0.454
Diatrizoate,Candesartan,APPROVED_DRUGBANK,0.454
Econazole,Esomeprazole,APPROVED_DRUGBANK,0.454
Fenofibrate,Vitamin_A_palmitate,GRAS_IIG,0.454
Inulin,Vitamin_A_palmitate,GRAS_IIG,0.454
Isoconazole,Methotrexate,APPROVED_DRUGBANK,0.454
Lobeglitazone,Indomethacin,APPROVED_DRUGBANK,0.454
Lorazepam,Vitamin_A_palmitate,GRAS_IIG,0.454
Maprotiline,Indomethacin,APPROVED_DRUGBANK,0.454
Meclizine,Indomethacin,APPROVED_DRUGBANK,0.454
Minocycline,Vitamin_A_palmitate,GRAS_IIG,0.454
Naftifine,Vitamin_A_palmitate,GRAS_IIG,0.454
Nelfinavir,Anisindione,APPROVED_DRUGBANK,0.454
Ouabain,Vitamin_A_palmitate,GRAS_IIG,0.454
Oxytetracycline,Indomethacin,APPROVED_DRUGBANK,0.454
Prussian blue,Candesartan,APPROVED_DRUGBANK,0.454
Sertaconazole,Omeprazole,APPROVED_DRUGBANK,0.454
Simvastatin,Indomethacin,APPROVED_DRUGBANK,0.454
Sulindac,Vitamin_A_palmitate,GRAS_IIG,0.454
Vecuronium,Vitamin_A_palmitate,GRAS_IIG,0.454
Butenafine,Vitamin_A_palmitate,GRAS_IIG,0.452
Calcitriol,Candesartan,APPROVED_DRUGBANK,0.452
Carboprost Tromethamine,Indomethacin,APPROVED_DRUGBANK,0.452
Cinalukast,Indomethacin,APPROVED_DRUGBANK,0.452
Clocapramine,Glycocholic_acid,GRAS_IIG,0.452
Dalfopristin,Vitamin_A_palmitate,GRAS_IIG,0.452
Dicloxacillin,Indomethacin,APPROVED_DRUGBANK,0.452
Dipyridamole,Candesartan,APPROVED_DRUGBANK,0.452
Ecamsule,Indomethacin,APPROVED_DRUGBANK,0.452
Efavirenz,Glycocholic_acid,GRAS_IIG,0.452
Gentian Violet,Candesartan,APPROVED_DRUGBANK,0.452
